credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mi_percentage,number_of_units,occupancy_status,original_cltv,original_dti,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_mortgage,amortization_type,property_state,property_type,postal_code,loan_sequence_number,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,pre_relief_refinance_loan_sequence_number,special_eligibility_program,relief_refinance_indicator,property_valuation_method,interest_only_indicator,loan_duration_years,loan_term_category,credit_risk_category,dti_risk_category,ltv_risk_category,cltv_risk_category,combined_risk_indicator,total_months_observed,months_delinquent,months_seriously_delinquent,maximum_delinquency_status,latest_upb,ever_delinquent_flag,ever_seriously_delinquent_flag,delinquency_rate,serious_delinquency_rate,loan_balance_status
798.0,2020-04-01,Y,2050-03-01,21300,0,1,P,79,18,120000,79,3.75,R,N,FRM,NY,SF,148,F20Q10003263,P,360,1,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,73,0,0,0.0,92938.76,0,0,0.0,0.0,Active Balance
750.0,2020-04-01,N,2050-03-01,,25,1,S,90,41,198000,90,3.875,R,N,FRM,MI,SF,496,F20Q10003288,P,360,1,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,High DTI,High LTV,High CLTV,High Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
800.0,2020-04-01,N,2040-03-01,,0,1,P,80,29,139000,80,3.625,R,N,FRM,OH,SF,446,F20Q10003348,N,240,1,OTHER,N,,N,1,N,9999,19.92,Medium-Term,Excellent,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,73,0,0,0.0,100763.95,0,0,0.0,0.0,Active Balance
736.0,2020-03-01,N,2050-02-01,49660,25,1,P,97,44,116000,97,3.75,R,N,FRM,OH,SF,444,F20Q10003363,P,360,1,OTHER,N,H,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,55,3,0,1.0,0.0,1,0,0.0545,0.0,Zero Balance
669.0,2020-04-01,N,2050-03-01,,30,1,P,94,41,42000,94,4.125,R,N,FRM,IL,SF,613,F20Q10003404,N,360,1,OTHER,N,,N,2,N,9999,29.91,Long-Term,Fair,High DTI,High LTV,High CLTV,High Risk Indicators,73,0,0,0.0,37099.44,0,0,0.0,0.0,Active Balance
782.0,2020-03-01,N,2050-02-01,,0,1,P,80,17,240000,80,3.875,R,N,FRM,IL,SF,624,F20Q10003451,N,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,5,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
781.0,2020-04-01,N,2035-03-01,33460,0,1,P,46,38,158000,46,3.125,R,N,FRM,WI,SF,540,F20Q10003519,C,180,1,OTHER,N,,N,2,N,9999,14.91,Short-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,73,0,0,0.0,73786.43,0,0,0.0,0.0,Active Balance
788.0,2020-03-01,N,2050-02-01,40900,0,1,I,35,25,86000,35,4.875,R,N,FRM,CA,SF,956,F20Q10003550,C,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,74,0,0,0.0,75023.12,0,0,0.0,0.0,Active Balance
776.0,2020-03-01,N,2050-02-01,33460,0,1,P,70,40,235000,70,3.75,R,N,FRM,MN,SF,551,F20Q10003564,C,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,74,0,0,0.0,206027.99,0,0,0.0,0.0,Active Balance
688.0,2020-02-01,Y,2050-01-01,33860,25,1,P,97,32,160000,97,4.0,R,N,FRM,AL,SF,360,F20Q10003623,P,360,1,OTHER,N,H,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,75,6,0,1.0,140733.03,1,0,0.08,0.0,Active Balance
804.0,2020-02-01,N,2050-01-01,44140,0,1,P,80,37,373000,80,3.625,C,N,FRM,MA,SF,010,F20Q10003645,P,360,1,U.S. BANK N.A.,N,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,16,2,0,1.0,0.0,1,0,0.125,0.0,Zero Balance
795.0,2020-03-01,N,2050-02-01,35084,0,1,I,75,31,146000,75,4.875,B,N,FRM,NJ,SF,078,F20Q10003666,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,6,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
770.0,2020-03-01,Y,2050-02-01,49620,25,1,P,86,27,150000,86,3.75,R,N,FRM,PA,SF,174,F20Q10003703,P,360,1,OTHER,N,H,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,74,3,0,1.0,131403.95,1,0,0.0405,0.0,Active Balance
816.0,2020-03-01,N,2050-02-01,,25,1,S,90,25,54000,90,3.625,R,N,FRM,MI,SF,497,F20Q10003742,P,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,43,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
736.0,2020-03-01,Y,2050-02-01,35154,30,1,P,95,47,203000,95,4.5,B,N,FRM,NJ,SF,087,F20Q10003790,P,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,74,0,0,0.0,180867.31,0,0,0.0,0.0,Active Balance
763.0,2020-03-01,N,2050-02-01,19740,0,1,P,80,40,460000,80,3.875,B,N,FRM,CO,SF,801,F20Q10003884,P,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,13,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
755.0,2020-03-01,Y,2050-02-01,40900,25,1,P,95,48,252000,95,3.911,B,N,FRM,CA,SF,958,F20Q10003901,P,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,H,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,74,0,0,0.0,221433.25,0,0,0.0,0.0,Active Balance
784.0,2020-03-01,N,2050-02-01,11460,0,1,I,80,25,91000,80,5.25,R,N,FRM,MI,SF,481,F20Q10003915,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,21,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
703.0,2020-03-01,N,2040-02-01,17900,0,1,P,80,19,428000,80,3.625,R,N,FRM,SC,PU,290,F20Q10004054,P,240,2,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,11,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
775.0,2020-03-01,Y,2050-02-01,36084,0,1,P,80,43,668000,80,3.375,R,N,FRM,CA,SF,946,F20Q10004084,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",Y,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,13,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
768.0,2020-03-01,N,2050-02-01,,12,1,S,85,46,353000,85,3.99,R,N,FRM,NY,CO,147,F20Q10004099,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,24,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
799.0,2020-03-01,N,2050-02-01,12420,16,1,P,95,45,308000,95,3.99,R,N,FRM,TX,PU,786,F20Q10004115,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,H,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,High LTV,High CLTV,High Risk Indicators,74,23,1,3.0,276755.69,1,1,0.3108,0.0135,Active Balance
806.0,2020-03-01,N,2050-02-01,35154,0,1,P,80,39,356000,80,3.625,R,N,FRM,NJ,PU,088,F20Q10004130,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
759.0,2020-03-01,Y,2050-02-01,19740,30,1,P,95,28,461000,95,3.5,R,N,FRM,CO,CO,802,F20Q10004191,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
805.0,2020-04-01,N,2050-03-01,,0,1,P,60,38,170000,60,3.875,R,N,FRM,WA,SF,989,F20Q10004300,C,360,1,OTHER,N,,N,2,N,9999,29.91,Long-Term,Excellent,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,24,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
704.0,2020-03-01,N,2050-02-01,39340,0,1,P,47,37,225000,47,3.75,B,N,FRM,UT,SF,840,F20Q10004349,P,360,2,"PROVIDENT FUNDING ASSOCIATES, L.P.",N,,N,1,N,9999,29.92,Long-Term,Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,22,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
718.0,2020-02-01,Y,2050-01-01,33460,0,1,P,80,34,142000,80,4.0,C,N,FRM,MN,CO,551,F20Q10004360,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,44,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
703.0,2020-03-01,N,2050-02-01,22420,30,1,P,95,45,247000,95,4.125,C,N,FRM,MI,CO,484,F20Q10004365,P,360,2,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,19,5,3,5.0,0.0,1,1,0.2632,0.1579,Zero Balance
778.0,2020-03-01,Y,2035-02-01,26420,0,1,P,80,30,316000,80,3.25,R,N,FRM,TX,SF,770,F20Q10004475,P,180,1,OTHER,N,,N,2,N,9999,14.92,Short-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,23,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
692.0,2020-02-01,Y,2050-01-01,35154,0,1,P,80,50,442000,80,4.125,C,N,FRM,NJ,SF,077,F20Q10004509,P,360,2,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,75,0,0,0.0,389977.27,0,0,0.0,0.0,Active Balance
796.0,2020-03-01,N,2035-02-01,26420,0,1,P,80,43,204000,80,2.75,R,N,FRM,TX,PU,773,F20Q10004586,C,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,14.92,Short-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,66,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
776.0,2020-03-01,N,2035-02-01,16860,0,1,P,69,17,187000,69,3.25,R,N,FRM,TN,SF,374,F20Q10004681,C,180,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,14.92,Short-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,27,2,0,1.0,0.0,1,0,0.0741,0.0,Zero Balance
808.0,2020-03-01,N,2040-02-01,20994,0,1,P,80,43,336000,80,3.625,R,N,FRM,IL,SF,605,F20Q10004782,C,240,1,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Excellent,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,74,0,0,0.0,258105.47,0,0,0.0,0.0,Active Balance
801.0,2020-03-01,N,2050-02-01,31084,0,2,P,45,33,562000,45,3.875,B,N,FRM,CA,SF,900,F20Q10004852,C,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,7,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
726.0,2020-03-01,N,2050-02-01,46520,0,1,P,80,34,460000,80,3.875,B,N,FRM,HI,CO,967,F20Q10004874,C,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,6,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
786.0,2020-03-01,N,2035-02-01,,0,1,S,51,32,150000,51,3.125,R,N,FRM,MO,PU,656,F20Q10005092,C,180,2,OTHER,N,,N,2,N,9999,14.92,Short-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,26,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
790.0,2020-03-01,N,2050-02-01,35084,0,1,P,43,38,280000,43,3.5,R,N,FRM,NJ,CO,079,F20Q10005102,N,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
733.0,2020-03-01,N,2045-02-01,16740,0,1,P,70,24,80000,70,4.25,R,N,FRM,NC,SF,270,F20Q10005131,C,300,1,OTHER,N,,N,2,N,9999,24.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,19,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
750.0,2020-03-01,N,2050-02-01,10580,30,1,P,92,29,147000,92,3.75,R,N,FRM,NY,SF,121,F20Q10005188,N,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,57,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
769.0,2020-05-01,N,2050-04-01,24260,0,1,P,59,50,181000,59,3.625,R,N,FRM,NE,SF,688,F20Q10005216,N,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,72,0,0,0.0,156913.9,0,0,0.0,0.0,Active Balance
713.0,2020-03-01,N,2050-02-01,31140,0,1,P,80,43,192000,80,4.375,B,N,FRM,KY,SF,401,F20Q10005310,C,360,1,"PROVIDENT FUNDING ASSOCIATES, L.P.",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,74,0,0,0.0,170413.86,0,0,0.0,0.0,Active Balance
728.0,2020-03-01,N,2050-02-01,,0,1,P,53,43,370000,53,3.99,R,N,FRM,WA,SF,983,F20Q10005375,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,20,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
790.0,2020-03-01,N,2050-02-01,39580,0,1,I,75,21,201000,75,4.125,C,N,FRM,NC,PU,276,F20Q10005436,P,360,1,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,74,0,0,0.0,177545.77,0,0,0.0,0.0,Active Balance
756.0,2020-03-01,N,2050-02-01,12940,0,1,P,71,42,120000,71,4.0,C,N,FRM,LA,SF,707,F20Q10005527,P,360,2,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,74,3,0,2.0,100997.58,1,0,0.0405,0.0,Active Balance
738.0,2020-03-01,N,2050-02-01,19124,0,1,S,80,45,368000,80,3.75,R,N,FRM,TX,PU,750,F20Q10005558,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,17,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
635.0,2020-03-01,Y,2050-02-01,19804,0,1,P,80,40,128000,80,4.875,R,N,FRM,MI,SF,481,F20Q10005591,P,360,1,OTHER,N,H,N,2,N,9999,29.92,Long-Term,Fair,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,68,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
752.0,2020-03-01,N,2047-02-01,15764,0,1,P,75,38,201000,75,3.99,R,N,FRM,MA,SF,018,F20Q10005627,N,324,1,QUICKEN LOANS INC.,N,,N,1,N,9999,26.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,7,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
792.0,2020-03-01,N,2050-02-01,10780,0,1,P,80,46,112000,80,3.75,R,N,FRM,LA,PU,713,F20Q10005629,P,360,1,QUICKEN LOANS INC.,N,H,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,74,0,0,0.0,71736.1,0,0,0.0,0.0,Active Balance
737.0,2020-03-01,Y,2050-02-01,13740,25,1,P,97,26,116000,97,3.99,R,N,FRM,MT,SF,590,F20Q10005649,P,360,1,QUICKEN LOANS INC.,N,H,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,74,0,0,0.0,81424.05,0,0,0.0,0.0,Active Balance
715.0,2020-03-01,N,2047-02-01,31540,0,1,P,68,36,136000,68,3.875,R,N,FRM,WI,SF,537,F20Q10005662,N,324,1,QUICKEN LOANS INC.,N,,N,1,N,9999,26.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,22,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
783.0,2020-04-01,N,2030-03-01,,0,1,P,29,9,35000,29,3.75,R,N,FRM,MO,SF,657,F20Q10005751,C,120,2,OTHER,N,,N,2,N,9999,9.91,Short-Term,Very Good,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,37,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
702.0,2020-03-01,N,2050-02-01,18140,0,1,P,80,23,304000,80,4.375,B,N,FRM,OH,SF,430,F20Q10005768,C,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,30,19,17,18.0,0.0,1,1,0.6333,0.5667,Zero Balance
663.0,2020-03-01,N,2050-02-01,31084,0,1,P,70,33,381000,70,4.5,B,N,FRM,CA,SF,906,F20Q10005774,C,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Fair,Moderate DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,14,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
782.0,2020-03-01,N,2050-02-01,,0,1,P,53,30,150000,53,3.5,R,N,FRM,TN,SF,373,F20Q10005796,C,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,25,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
719.0,2020-03-01,N,2050-02-01,22744,0,1,P,72,44,300000,72,3.75,B,N,FRM,FL,SF,330,F20Q10005893,C,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,21,11,9,9.0,0.0,1,1,0.5238,0.4286,Zero Balance
802.0,2020-02-01,N,2050-01-01,31140,0,1,P,45,30,265000,45,3.875,C,N,FRM,KY,PU,400,F20Q10006067,N,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
780.0,2020-02-01,N,2050-01-01,36084,0,1,I,80,45,468000,80,5.0,B,N,FRM,CA,PU,945,F20Q10006136,N,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,9,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
727.0,2020-03-01,N,2050-02-01,21340,0,1,S,80,43,96000,80,3.99,C,N,FRM,TX,SF,799,F20Q10006199,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,26,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
764.0,2020-03-01,N,2050-02-01,45300,0,1,P,67,49,400000,67,3.85,R,N,FRM,FL,PU,337,F20Q10006302,P,360,1,"CALIBER HOME LOANS, INC.",N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,5,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
807.0,2020-03-01,N,2035-02-01,35300,0,1,P,80,27,144000,80,3.0,B,N,FRM,CT,CO,065,F20Q10006386,P,180,1,OTHER,N,,N,1,N,9999,14.92,Short-Term,Excellent,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,17,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
776.0,2020-03-01,Y,2050-02-01,35004,25,1,P,90,50,376000,90,3.75,R,N,FRM,NY,SF,117,F20Q10006398,P,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,10,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
798.0,2020-02-01,N,2050-01-01,,0,1,P,80,25,210000,80,4.0,C,N,FRM,WI,SF,531,F20Q10006401,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,75,0,0,0.0,43352.98,0,0,0.0,0.0,Active Balance
749.0,2020-02-01,N,2040-01-01,46060,0,1,P,65,44,126000,65,4.25,R,N,FRM,AZ,MH,857,F20Q10006442,C,240,1,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,25,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
736.0,2020-03-01,Y,2050-02-01,12420,30,1,P,95,19,351000,95,3.75,R,N,FRM,TX,PU,786,F20Q10006451,P,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,Low DTI,High LTV,High CLTV,Moderate Risk Indicators,74,0,0,0.0,307332.31,0,0,0.0,0.0,Active Balance
775.0,2020-03-01,N,2050-02-01,15764,0,1,P,63,40,304000,63,4.0,C,N,FRM,MA,SF,018,F20Q10006461,C,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
752.0,2020-03-01,Y,2050-02-01,20940,0,1,P,80,28,196000,80,3.99,C,N,FRM,CA,SF,922,F20Q10006481,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,74,0,0,0.0,172669.93,0,0,0.0,0.0,Active Balance
749.0,2020-03-01,N,2035-02-01,38060,0,1,P,80,45,212000,80,3.25,R,N,FRM,AZ,PU,853,F20Q10006490,P,180,1,OTHER,N,,N,1,N,9999,14.92,Short-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,74,1,0,1.0,138133.53,1,0,0.0135,0.0,Active Balance
774.0,2020-03-01,N,2050-02-01,36084,0,1,P,74,29,417000,74,3.75,C,N,FRM,CA,CO,945,F20Q10006492,N,360,1,U.S. BANK N.A.,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,6,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
683.0,2020-03-01,N,2050-02-01,,0,1,I,80,25,65000,80,5.125,R,N,FRM,NY,SF,136,F20Q10006573,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,17,3,0,2.0,0.0,1,0,0.1765,0.0,Zero Balance
800.0,2020-04-01,N,2050-03-01,42220,0,1,P,70,32,418000,70,3.75,R,N,FRM,CA,SF,954,F20Q10006584,N,360,2,OTHER,N,,N,2,N,9999,29.91,Long-Term,Excellent,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
807.0,2020-03-01,N,2050-02-01,41740,25,1,P,90,44,552000,90,3.75,R,N,FRM,CA,SF,920,F20Q10006593,P,360,1,OTHER,Y,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,High LTV,High CLTV,High Risk Indicators,15,5,3,4.0,0.0,1,1,0.3333,0.2,Zero Balance
741.0,2020-03-01,N,2050-02-01,,0,1,P,76,34,114000,76,3.75,R,N,FRM,IN,SF,474,F20Q10006614,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,14,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
790.0,2020-03-01,N,2035-02-01,,0,1,I,80,14,64000,80,3.0,R,N,FRM,IL,SF,610,F20Q10006680,P,180,1,OTHER,N,,N,2,N,9999,14.92,Short-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,74,1,0,1.0,41449.22,1,0,0.0135,0.0,Active Balance
751.0,2020-03-01,N,2050-02-01,16984,12,1,I,85,47,181000,85,5.75,R,N,FRM,IL,SF,601,F20Q10006744,P,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,9,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
801.0,2020-03-01,N,2050-02-01,41940,0,1,I,29,44,275000,29,4.5,R,N,FRM,CA,SF,951,F20Q10006804,C,360,1,"CALIBER HOME LOANS, INC.",N,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,11,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
764.0,2020-03-01,Y,2035-02-01,47894,0,1,P,40,36,150000,40,3.25,R,N,FRM,VA,CO,222,F20Q10006818,P,180,1,"CALIBER HOME LOANS, INC.",N,,N,1,N,9999,14.92,Short-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,74,0,0,0.0,83034.81,0,0,0.0,0.0,Active Balance
